"gold","UMass","UCI","NPMI","C_A","C_P","C_V","words","rating"
"3","-1.2073768065","1.4934253141","0.2018570826","0.47148524","0.6095052203","0.6091852786","5","good"
"1.6666666667","-2.6982392848","-0.1065392239","-0.0040155799","0.092681273","0.0326663682","0.4502407839","5","bad"
"1.75","-3.0008163454","0.771889113","0.0680929316","0.1885676202","0.270795947","0.4691363514","5","bad"
"3","-2.1309382654","2.7530156043","0.2373007887","0.3471205531","0.7898492905","0.5917936067","5","good"
"1.4","-1.9507954251","0.5655607638","0.0514909282","0.1184504858","0.2429837689","0.4604849482","5","bad"
"3","-2.7784077531","1.470050687","0.1495891494","0.4335848388","0.3988275715","0.512591317","5","good"
"1","-2.4494719079","-0.0895507516","-0.0058643634","0.0927270488","0.0447190132","0.4515147936","5","bad"
"2","-1.520755615","0.0509152459","0.006467843","0.136104075","0.1497368896","0.4615933423","5","bad"
"2.3333333333","-5.7158109081","-2.1617673661","-0.0180063281","0.2026432176","0.1965862389","0.6357491488","5","bad"
"3","-1.6244240679","1.9360702452","0.1854849548","0.3113852067","0.7012503562","0.5725634544","5","good"
"3","-2.1968597378","0.5456483206","0.0537461343","0.1593715143","0.2593623618","0.4646248977","5","good"
"3","-1.2225111505","2.3955003758","0.276198899","0.3983692342","0.7082131417","0.6207780666","5","good"
"2.5","-1.5960577418","1.7679820683","0.1765817815","0.2853898257","0.6116842727","0.544197127","5","bad"
"2.6666666667","-3.1579789325","0.1912049202","0.0250146465","0.1381482482","0.1562007992","0.4736899417","5","good"
"1.4","-1.9084517972","-0.1030720171","-0.0068387077","0.0745733558","0.070110263","0.4535868241","5","bad"
"2","-2.549223674","0.6174023893","0.1186882623","0.2012680484","0.2945648741","0.5329023875","5","bad"
"2.6666666667","-2.5438873746","1.1739753131","0.1017654218","0.2786573459","0.3230982177","0.5080393331","5","good"
"3","-1.1626423374","1.8889615078","0.209288625","0.3813904594","0.6655335061","0.5976319453","5","good"
"2.3333333333","-1.8637651903","1.4260413966","0.1233701756","0.311504466","0.3904887902","0.5184588636","5","bad"
"1.6666666667","-3.6037904861","0.0015772777","-2.31E-004","0.1111692675","0.1246690345","0.4559221057","5","bad"
"2.25","-1.5025645669","0.024144226","0.0045635137","0.1306898077","0.1467485324","0.461750731","5","bad"
"2.75","-1.4118050928","1.5954760671","0.1796599163","0.392793305","0.5892469527","0.5673207869","5","good"
"3","-1.7289281123","3.7090904463","0.3128142694","0.4690088085","0.9022516101","0.7361308695","5","good"
"2.25","-1.5959485355","0.4295877743","0.041641589","0.1386422187","0.2206106561","0.4581850964","5","bad"
"3","-1.5344104872","2.2490890224","0.2168798953","0.3437644876","0.7859951061","0.6167568591","5","good"
"2.8461538462","-1.8753847997","1.6719072449","0.1521225408","0.2752371999","0.5474336624","0.4993810547","5","good"
"3","-1.7086160379","2.0992792241","0.1983513643","0.3036681885","0.7531841638","0.5760741062","5","good"
"2.8333333333","-1.6938925547","2.305388109","0.2114907848","0.4727269383","0.7573985865","0.571699592","5","good"
"3","-1.2943527366","3.3031218307","0.2794158233","0.4959322226","0.8631051362","0.6355545458","5","good"
"1","-1.736970426","-0.0158995714","0.0033760578","0.1120799758","0.1019172548","0.4598195795","5","bad"
"1.6","-2.732960093","0.8096496367","0.0641998308","0.1578915108","0.4005649359","0.4909622094","5","bad"
"1.2857142857","-1.838298063","0.8601371302","0.0774328342","0.2515851895","0.4529240654","0.4801416376","5","bad"
"1.3333333333","-1.8812722381","-0.2660502762","-0.0218854785","0.079963037","-0.0026092065","0.4525327908","5","bad"
"1","-1.9240965447","0.4738776921","0.0457324224","0.1306809546","0.202563137","0.4563109593","5","bad"
"2.25","-1.9313741061","2.4555278307","0.2134311286","0.3310902787","0.6726426131","0.5325600689","5","bad"
"3","-1.4691681997","1.2506574546","0.1182011395","0.216261121","0.4873370796","0.511170288","5","good"
"2.7142857143","-4.6062811194","0.6765069144","0.1633622495","0.3464554413","0.3523664692","0.7126664104","5","good"
"2.8333333333","-1.8299218966","0.8117864618","0.0759855408","0.1617427815","0.3293328795","0.464716585","5","good"
"3","-2.1736934272","2.1072215197","0.1762843787","0.3353392902","0.762911428","0.5600121855","5","good"
"3","-1.6884765945","2.7408778917","0.2506380997","0.3866964911","0.8128568016","0.610057722","5","good"
"2.3333333333","-1.9766680594","1.504492863","0.1235812957","0.296890077","0.5532616388","0.5032456451","5","bad"
"1.375","-2.2647450133","0.5854636396","0.063967745","0.1831563792","0.2171866044","0.4809174226","5","bad"
"2.75","-2.8718037912","0.1242724595","0.074472672","0.2186191258","0.3856747864","0.5058072598","5","good"
"2.3333333333","-2.2385245845","1.4741852239","0.1457768141","0.3036710412","0.4670821058","0.5331713178","5","bad"
"2.6666666667","-2.9962689427","-0.795200101","0.0669605465","0.2953510421","0.461600039","0.5740665357","5","good"
"2.3333333333","-2.0901523049","0.6242442846","0.0607214497","0.1425311203","0.2515976384","0.4690765069","5","bad"
"3","-0.9698007645","2.785353541","0.2838693392","0.5253637407","0.8425201286","0.6730330567","5","good"
"1.3333333333","-1.2786469856","0.3183870685","0.0323230259","0.1709418282","0.1815138647","0.4617112011","5","bad"
"3","-1.9636922153","1.127649765","0.1069740665","0.3818232722","0.4155305849","0.5166817137","5","good"
"2.7142857143","-2.22736921","2.0140220789","0.1916552418","0.3146366354","0.6511900128","0.5347958174","5","good"
"1.8333333333","-2.0621272213","0.2011624024","0.0785002771","0.2546851569","0.5366417914","0.512586268","5","bad"
"2.7777777778","-2.3773740525","2.0517457372","0.1840817633","0.2666212377","0.6711087906","0.5555581251","5","good"
"1.6666666667","-2.8188091648","0.5374051775","0.0396188358","0.1217040581","0.2567356528","0.4595863175","5","bad"
"1.8","-1.6710501115","0.0411521787","0.0074116156","0.1307808819","0.1401966327","0.462160924","5","bad"
"2","-1.6533804194","1.6077915144","0.1318433401","0.2538104747","0.6557392078","0.5316928214","5","bad"
"2","-2.2266494972","-0.0899852494","-0.0052811207","0.1069097549","0.0712696062","0.451778634","5","bad"
"2.8333333333","-2.0764398553","1.7094154846","0.1554481932","0.2606940259","0.5391583147","0.4945443406","5","good"
"3","-2.3944447823","2.4921865633","0.2191104405","0.3633260791","0.7846218482","0.6236217625","5","good"
"3","-1.8790033447","1.3259150933","0.1443431449","0.2560132656","0.5603310711","0.5292453713","5","good"
"2.875","-1.902193945","2.7416470617","0.2683614191","0.4375309309","0.8651954449","0.6715951338","5","good"
"3","-1.8343617454","2.155088387","0.2030460956","0.3906338949","0.7264871553","0.5583479279","5","good"
"2.5","-1.4774045421","1.9193381126","0.2006923505","0.3232506979","0.6331246996","0.550633149","5","bad"
"2","-2.3574277803","-2.69E-004","-1.77E-005","0.0775627568","0.0915683657","0.4494037909","5","bad"
"3","-1.1878922198","1.7227072212","0.188842545","0.3449911763","0.6232232776","0.5434151623","5","good"
"3","-1.7325338578","2.4058084877","0.2216150741","0.4781823989","0.7564342007","0.5731215258","5","good"
"3","-1.6459043075","1.5265069756","0.1712824954","0.3306682938","0.5689038433","0.5631716768","5","good"
"3","-1.3373544721","1.7064081805","0.1588626877","0.2931378606","0.6470939837","0.5499426877","5","good"
"1.3333333333","-2.9326207379","-2.0616235746","-0.0651504573","0.1906925306","0.0851084433","0.4528725893","5","bad"
"2.6666666667","-2.3780979238","1.5764449674","0.1329816414","0.2703867627","0.5271325852","0.4945387088","5","good"
"2.25","-1.454727941","0.1751962618","0.0218961411","0.1737646518","0.1759048934","0.4739284571","5","bad"
"1.75","-2.0272464435","0.8413379376","0.0745996564","0.1382692909","0.2662172877","0.456898566","5","bad"
"1.6","-2.8315845142","0.8006240905","0.0559450255","0.1498336248","0.2607652281","0.4552756282","5","bad"
"1.6666666667","-1.5443782703","-0.1007693548","-0.0083216816","0.0811776457","0.0929648202","0.4522997856","5","bad"
"1.6666666667","-2.7813065116","-1.1453864115","0.0075302351","0.1916617836","0.4046300831","0.4899538969","5","bad"
"2.8333333333","-1.7495830066","1.9439054429","0.1909456444","0.3403828588","0.6459817336","0.5307547671","5","good"
"1.7142857143","-3.3971721842","-1.9827687435","-0.0699411072","0.160497647","0.1838122362","0.4588904392","5","bad"
"2.75","-2.0379630914","2.6672196323","0.2388904311","0.3780424497","0.7665864815","0.5827144099","5","good"
"3","-1.6226479351","3.2059741943","0.3280623499","0.5107514089","0.9210248632","0.7591441815","5","good"
"2.8","-2.2031259522","1.5733595521","0.1405392936","0.2841485732","0.5613516969","0.5284691414","5","good"
"1.75","-1.1863212223","1.1740713425","0.1239303699","0.2437910976","0.28930411","0.4626944027","5","bad"
"2","-1.4435860063","-0.0939244583","-0.0022569593","0.1149537997","0.0727973735","0.4581522241","5","bad"
"1.6","-2.0468254165","0.3940278974","0.0390477053","0.1132406157","0.1956870638","0.4695689109","5","bad"
"3","-1.8642721752","1.6773220021","0.1713440841","0.2895523428","0.672271429","0.5499346351","5","good"
"2","-3.4185567382","-0.5802198136","-9.13E-004","0.1669345767","0.1851792342","0.4592444191","5","bad"
"2.8","-2.0507453968","3.3289209935","0.3235676382","0.4690543908","0.8191899088","0.6843321338","5","good"
"3","-2.1083159186","1.0332441474","0.0966661141","0.2337146944","0.4226030825","0.5058811397","5","good"
"1.75","-1.6741116533","-0.1356332339","-0.0085673355","0.1088167291","0.0296201164","0.4525820908","5","bad"
"1","-1.5544002101","0.4437743448","0.0374502958","0.1459976416","0.147320846","0.4509328254","5","bad"
"3","-2.0620893807","2.5724156491","0.253996816","0.3273049422","0.6834043114","0.5983293246","5","good"
"2.6666666667","-1.9418530083","2.406206318","0.2128656411","0.3842989528","0.6195146479","0.5805116535","5","good"
"2","-1.9022107311","0.9587235803","0.087292642","0.1622386485","0.3185921639","0.4707643431","5","bad"
"3","-2.0738608148","2.0358715466","0.196943918","0.3153556994","0.6800402304","0.622203124","5","good"
"3","-1.2153622874","1.634444354","0.1563640989","0.2962864165","0.5737172115","0.5281695588","5","good"
"2","-2.4049229806","-0.958838036","-5.25E-004","0.1603491216","0.2149665788","0.4745820188","5","bad"
"3","-2.322138288","1.8974170824","0.2112166271","0.2818928903","0.6545844427","0.5789553737","5","good"
"1.25","-1.6576465606","0.017995068","0.0049038506","0.1118719395","0.0999983534","0.4563342912","5","bad"
"2.3333333333","-1.8794369614","-0.6062703508","0.0499575845","0.219691444","0.3588511393","0.5337064698","5","bad"
"1.75","-1.4555784321","-1.6454589185","-0.0396971979","0.1875989583","0.2010051441","0.453237062","5","bad"
"1.25","-1.2371680776","0.1289122611","0.0143667062","0.0991190132","0.0831946076","0.4509172384","5","bad"
"2.25","-2.4229043981","1.2887274027","0.0990381085","0.1591740229","0.4760517721","0.4792745815","5","bad"
"2.75","-1.4653416747","0.384099665","0.043142409","0.1817297497","0.192347788","0.4639508182","5","good"
"1.7142857143","-1.5811851385","-0.0168822489","0.0032658695","0.1043404899","0.0942845194","0.4618157854","5","bad"
"2","-1.6870189184","0.1064397747","0.0148853906","0.1033284302","0.1099704846","0.4570446592","5","bad"
"2.6428571429","-6.7823355475","-2.1325092192","1.49E-004","0.2034693701","0.2025827398","0.6551906318","5","good"
"1.25","-2.1521828588","0.7968839741","0.067330073","0.1453293181","0.315193764","0.4704650604","5","bad"
"2.3333333333","-1.2820134515","-0.1618132801","-0.0149726664","0.0770252358","0.0018244466","0.4483132692","5","bad"
"1.3333333333","-1.8621181738","0.7135355392","0.0574716549","0.1144414035","0.3273142677","0.4595478969","5","bad"
"1.3333333333","-1.7809837656","-3.5948150216","-0.1019703271","0.222604703","-0.1957499155","0.5274012922","5","bad"
"3","-2.203761649","1.4769135467","0.1543888024","0.3043054898","0.5484439709","0.5507235015","5","good"
"2","-2.6279054644","0.2898507574","0.0235718168","0.1038282026","0.1202517552","0.466762321","5","bad"
"1.25","-2.1073134601","-0.2475843544","-0.0209376562","0.0614424929","0.0142744511","0.4490434167","5","bad"
"1","-1.1409658717","0.647556257","0.0691573854","0.1652105066","0.1786439024","0.4547716022","5","bad"
"3","-1.9727553251","1.9371297294","0.1815380382","0.3307265303","0.5826574291","0.5125201613","5","good"
"3","-1.5136830337","2.3966818769","0.2200746523","0.3464072661","0.7496602423","0.5844094569","5","good"
"2.5","-2.2870704214","1.3215845344","0.1409609874","0.2778220399","0.4087082248","0.5175990571","5","bad"
"2.3333333333","-2.3492789151","0.8784870368","0.0765969446","0.2285246305","0.3987498337","0.4764169689","5","bad"
"2.75","-2.0066052429","2.6543098971","0.2502448851","0.4124769175","0.7648770544","0.581774337","5","good"
"2.6666666667","-2.6260671245","2.6675343177","0.2254760561","0.3581085723","0.8412043248","0.6045104692","5","good"
"2","-1.8240642281","0.3685156128","0.0345511915","0.109140014","0.1494227675","0.4537444217","5","bad"
"3","-1.2578230645","1.7995054241","0.1997008446","0.3423712209","0.7439050976","0.617531033","5","good"
"1.75","-1.3077408446","0.0315326648","0.0052420472","0.1219601369","0.071043238","0.4520414884","5","bad"
"2.3333333333","-2.0419713402","0.4774495157","0.0415666626","0.1532120794","0.2679486032","0.4625309274","5","bad"
"2.6666666667","-1.8253864488","0.3913704714","0.0375613625","0.2197181446","0.167545853","0.4542861704","5","good"
"2","-2.7894252375","0.0502257687","0.1136083811","0.356354102","0.5460866565","0.6861315681","5","bad"
"2.3333333333","-1.9516734122","0.2333664476","0.0664561475","0.2339197728","0.4007207726","0.4876127203","5","bad"
"2","-1.6425863047","-0.0694864573","-0.0051829477","0.0758786575","0.0429576707","0.4489875244","5","bad"
"2.75","-2.0258176164","1.6809878889","0.1641784209","0.3167087135","0.5800895024","0.5190665336","5","good"
"3","-1.9492433082","2.4092619637","0.2454314473","0.3821056502","0.7332751059","0.5726458703","5","good"
"3","-1.8867538038","2.6487818472","0.2605253208","0.4227193068","0.8663595852","0.6916082946","5","good"
"3","-1.8459498524","1.7227730697","0.1727071343","0.3177937573","0.7178260548","0.6088419363","5","good"
"3","-1.770445378","1.8222513899","0.1814709204","0.3817174753","0.6625213339","0.5821263984","5","good"
"2.75","-5.0269032822","-3.2672345191","-0.0729762429","0.177781049","0.0171916349","0.6203502125","5","good"
"2","-1.4523975785","0.6728711241","0.0618010483","0.1482635339","0.2327459175","0.4606551054","5","bad"
"3","-1.3899357455","1.8209928568","0.1729713951","0.4046658237","0.7461947555","0.607105641","5","good"
"3","-1.8277846726","1.3612406058","0.1326291178","0.3247319533","0.5651792276","0.5346106576","5","good"
"3","-2.6871020931","1.5341761879","0.1163808328","0.1712963705","0.5659372705","0.4952282921","5","good"
"2","-2.4793003714","0.2018353663","0.0567254152","0.249425984","0.3731315744","0.4811355488","5","bad"
"2.6666666667","-2.1324832454","1.1035661183","0.116118351","0.2154947187","0.3837022318","0.5192502852","5","good"
"1.2","-1.3374466096","-0.0688197535","-0.0032195073","0.1230075436","0.0741810309","0.4507949708","5","bad"
"2.2","-2.4263034558","0.0414437369","0.0789024785","0.2855246733","0.4174392902","0.500426004","5","bad"
"3","-2.1174092629","1.4593263257","0.1216268274","0.2545740428","0.6200853304","0.5164339031","5","good"
"3","-2.5390243108","2.2682389856","0.1985056234","0.2992590503","0.6123971868","0.5729323375","5","good"
"2.75","-1.2427137949","2.0623787909","0.2179151764","0.3444357553","0.6783453414","0.5618451107","5","good"
"2","-1.474751008","0.9624353251","0.0894636619","0.1761313994","0.3204714181","0.4718779238","5","bad"
"2.6","-2.2238905441","1.4466396603","0.1345606127","0.2652869674","0.5522628837","0.5043754577","5","good"
"3","-1.8322293231","1.3690463043","0.1156379943","0.2562909379","0.6171364086","0.5229058554","5","good"
"1.6666666667","-2.9662002129","-2.6179041135","-0.046043573","0.1902263496","-0.0354754927","0.6776819051","5","bad"
"3","-2.0360628731","1.1378915266","0.0971582713","0.1574117903","0.3941579789","0.4652909584","5","good"
"3","-1.2080022798","1.6315624022","0.1806116076","0.4141099816","0.644727893","0.5816116978","5","good"
"1.3333333333","-5.4993022422","-4.4481442472","-0.1161487673","0.2213749117","-0.0127497005","0.5783829438","5","bad"
"2","-1.2036977799","1.2870502279","0.1248658778","0.2504131275","0.4786031409","0.4943495691","5","bad"
